title,year,director,duration,cast,genre,imdb_rating,budget,revenue,profit_percent
Girlfriends,1978,Claudia Weill,86,"Melanie Mayron, Anita Skinner, Eli Wallach",Crime Drama  •  Crime  •  Drama,7.2,0,0,NA
There Was a Crooked Man...,1970,Joseph L. Mankiewicz,126,"Henry Fonda, Hume Cronyn, Warren Oates",Comedy Drama  •  Drama  •  Female-Directed Film,6.8,0,0,NA
Devi,1960,Satyajit Ray,93,"Chhabi Biswas, Soumitra Chatterjee, Sharmila Tagore",Black Comedy  •  Comedy Western  •  Crime,6.2,0,0,NA
The Paradine Case,1947,Alfred Hitchcock,125,"Gregory Peck, Ann Todd, Charles Coburn",Drama  •  Family Drama  •  Foreign Language Film,6.5,4258000,2100000,-50.68107092531705
Dangerous Minds,1995,John N. Smith,99,"Michelle Pfeiffer, George Dzundza, Courtney B. Vance",Courtroom Drama  •  Crime  •  Drama,6.5,23000000,179519401,680.5191347826087
Wrong Turn,2003,Rob Schmidt,84,"Desmond Harrington, Emmanuelle Chriqui, Kevin Zegers",Based-on-a-True-Story  •  Biopic  •  Drama,6.1,0,3777969,NA
War and Peace,1956,King Vidor,208,"Audrey Hepburn, Henry Fonda, Mel Ferrer",Cannibal Film  •  Horror  •  Slasher Film,6.7,6000000,12500000,108.33333333333333
Song of the Thin Man,1947,Edward Buzzell,86,"William Powell, Myrna Loy, Keenan Wynn",Based-on-19th-Century-Literature  •  Drama  •  Epic,6.9,1670000,2305000,38.02395209580838
The Inspector General,1949,Henry Koster,102,"Danny Kaye, Walter Slezak, Barbara Bates",Based-on-20th-Century-Literature  •  Comedy Thriller  •  Comedy,6.7,0,0,NA
Road to Singapore,1940,Victor Schertzinger,85,"Bing Crosby, Dorothy Lamour, Bob Hope",Comedy  •  Comedy of Errors  •  Musical,6.6,0,3200000,NA
Celeste and Jesse Forever,2012,Lee Toland Krieger,89,"Rashida Jones, Andy Samberg, Chris Messina",Adventure  •  Adventure Comedy  •  Buddy Film,NA,0,3094813,NA
Centurion,2010,Neil Marshall,97,"David Morrissey, Olga Kurylenko, Dominic West",Comedy Drama  •  Drama  •  Romance,6.3,12000000,6890432,-42.57973333333334
Kung Pow! Enter the Fist,2002,Steve Oedekerk,81,"Steve Oedekerk, Lung Fei, Leo Lee",Action  •  Action Thriller  •  Adventure,NA,10000000,17000000,70
Gate of Flesh,1964,Seijun Suzuki,90,"Jo Shishido, Kayo Matsuo, Satoko Kasai",Comedy  •  Parody/Spoof,7.2,0,0,NA
Battle Beyond the Stars,1980,Jimmy T. Murakami,104,"Richard Thomas, Robert Vaughn, John Saxon",Drama  •  Erotic Drama  •  Foreign Language Film,5.5,2000000,11000000,450
Fairyland: A Kingdom of Fairies,1903,Georges Méliès,15,"Bleuette Bernon, Georges Melies, Marguerite Thévenard",Action  •  Adventure  •  Parody/Spoof,NA,0,0,NA
Viva Las Vegas,1964,George Sidney,85,"Ann-Margret, Cesare Danova, Nicky Blair",Adventure  •  Fantasy Adventure  •  Fantasy,6.3,1000000,9400000,840
Walking and Talking,1996,Nicole Holofcener,86,"Catherine Keener, Anne Heche, Todd Field",Comedy  •  Musical  •  Musical Romance,6.7,0,0,NA
The Lower Depths,1936,Jean Renoir,89,"Jean Gabin, Suzy Prim, Louis Jouvet",Buddy Film  •  Comedy Drama  •  Female-Directed Film,7.5,0,0,NA
Raw Meat,1972,Gary Sherman,87,"Donald Pleasence, Norman Rossington, David Ladd",Based-on-Theatre  •  Drama  •  Foreign Language Film,8,0,0,NA
For the Birds,2000,Ralph Eggleston,3,NA,Cannibal Film  •  Horror  •  Mystery,8,0,0,NA
Superman/Batman: Apocalypse,2010,Lauren Montgomery,70,"Tim Daly, Kevin Conroy, Andre Braugher",Animal Picture  •  Animation  •  Comedy of Manners,7.1,3500000,0,NA
Red Rocket,2021,Sean Baker,128,"Simon Rex, Bree Elrod, Brenda Deiss",Action  •  Animation  •  Based-on-Comics,7.1,1100000,2200000,100
Rocket Science,2007,Jeffrey Blitz,101,"Anna Kendrick, Josh Kay, Stephen Park",Comedy Drama  •  Drama  •  Slice of Life,6.5,0,0,NA
The Hunger Games: Mockingjay - Part 2,2015,Francis Lawrence,136,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth",Comedy Drama  •  Coming-of-Age  •  Teen Movie,6.6,160000000,653428261,308.392663125
The United States of Leland,2003,Matthew Ryan Hoge,108,"Don Cheadle, Ryan Gosling, Chris Klein",Action  •  Based-on-21st-Century-Literature  •  Dystopian Film,6.9,0,343847,NA
Three Little Pigs,1933,Burt Gillett,8,"Billy Bletcher, Pinto Colvig, Dorothy Compton",Coming-of-Age  •  Drama  •  Ensemble Film,7.5,0,0,NA
The Bodyguard,1992,Mick Jackson,130,"Kevin Costner, Whitney Houston, Christopher Birt",Animation  •  Cartoon  •  Comedy,6.4,25000000,411006740,1544.0269600000001
One From the Heart,1982,Francis Ford Coppola,107,"Frederic Forrest, Raul Julia, Carmine Coppola",Drama  •  Melodrama  •  Romance,6.5,0,0,NA
Black Rain,1989,Shôhei Imamura,123,"Yoshiko Tanaka, Kazuo Kitamura, Etsuko Ichihara",Comedy  •  New Hollywood  •  Romance,6.6,30000000,134212055,347.37351666666666
The Keep,1983,Michael Mann,96,"Scott Glenn, Alberta Watson, Jürgen Prochnow",Drama  •  Foreign Language Film  •  Period Film,5.7,6000000,3661757,-38.97071666666667
Alucarda,1977,Juan López Moctezuma,85,"Claudio Brook, David Silva, Tina Romero",Adventure  •  Based-on-20th-Century-Literature  •  Horror,6.3,0,0,NA
Disclosure,1994,Barry Levinson,128,"Michael Douglas, Demi Moore, Donald Sutherland",Exploitation Film  •  Horror  •  Religious Horror,6.2,55000000,214015089,289.1183436363636
Gridlock'd,1997,Vondie Curtis-Hall,91,"Tupac Shakur, Lynn Blades, Roderick Carr",Based-on-20th-Century-Literature  •  Courtroom Drama  •  Drama,6.9,5000000,5600000,12
The Night Before,2015,Jonathan Levine,101,"Joseph Gordon-Levitt, Seth Rogen, Anthony Mackie",Comedy Drama  •  Addiction Drama  •  Urban Comedy,6.4,0,0,NA
The Twelve Chairs,1970,Mel Brooks,94,"Ron Moody, Frank Langella, Dom DeLuise",Buddy Film  •  Comedy  •  Holiday Film,6.4,1500000,1806258,20.417199999999998
Blind Husbands,1919,Erich von Stroheim,99,"Erich Von Stroheim, Sam de Grasse, Harry Carey",Adventure Comedy  •  Adventure  •  Comedy,6.9,42000,0,NA
All Dogs Go to Heaven,1989,Don Bluth,89,"Burt Reynolds, Dom DeLuise, Judith Barsi",Drama  •  Melodrama  •  Mountain Film,6.7,13800000,27100027,96.3770072463768
Small Change,1976,François Truffaut,104,"Nicole Felix, Chantal Mercier, Jean-François Stévenin",Adventure  •  Animated Musical  •  Animation,7.6,0,0,NA
Hundreds of Beavers,2022,Mike Cheslik,108,"Ryland Brickson Cole Tews, Olivia Graves, Wes Tank",Childhood Drama  •  Drama  •  Foreign Language Film,7.6,150000,804017,436.01133333333337
Barney's Version,2010,Richard J. Lewis,132,"Paul Giamatti, Dustin Hoffman, Scott Speedman",Absurd Comedy  •  Comedy  •  Period Film,7.3,30000000,8454301,-71.81899666666666
Under the Volcano,1984,John Huston,112,"Albert Finney, Jacqueline Bisset, Anthony Andrews",Based-on-20th-Century-Literature  •  Comedy Drama  •  Drama,6.8,0,0,NA
Murder at the Gallop,1963,George Pollock,81,"Stringer Davis, Flora Robson, Robert Morley",Drama  •  Psychological Drama,7.2,0,0,NA
Breakheart Pass,1975,Tom Gries,95,"Charles Bronson, Ben Johnson, Jill Ireland",Comedy  •  Crime  •  Detective Film,6.7,6000000,2130000,-64.5
The Fundamentals of Caring,2016,Rob Burnett,97,"Paul Rudd, Craig Roberts, Selena Gomez",Based-on-20th-Century-Literature  •  Detective Film  •  Hybrid Western,7.3,0,0,NA
The Brothers McMullen,1995,Edward Burns,98,"Jack Mulcahy, Edward Burns, Connie Britton",Drama  •  Road Movie,6.6,0,0,NA
Iris,2001,Richard Eyre,91,"Kate Winslet, Jim Broadbent, Juliet Aubrey",Comedy Drama  •  Domestic Comedy  •  Drama,7,2800,0,NA
Bite the Bullet,1975,Richard Brooks,132,"James Coburn, Ben Johnson, Ian Bannen",Based-on-20th-Century-Literature  •  Based-on-a-True-Story  •  Biopic,6.6,4000000,0,NA
Penny Serenade,1941,George Stevens,119,"Irene Dunne, Cary Grant, Beulah Bondi",Chase Movie  •  Costume Adventure  •  Period Film,7,0,0,NA
Orca,1977,Michael Anderson,92,"Richard Harris, Charlotte Rampling, Bo Derek",Drama  •  Marriage Drama  •  Melodrama,5.8,17500000,14717854,-15.897977142857142
Trust,2010,David Schwimmer,106,"Clive Owen, Catherine Keener, Liana Liberato",Action  •  Adventure  •  Horror,6.9,9500000,120000,-98.73684210526315
The Ghost Breakers,1940,George Marshall,85,"Bob Hope, Paulette Goddard, Richard Carlson",Drama  •  Family Drama  •  Psychological Drama,7,0,0,NA
Hell Night,1981,Tom DeSimone,101,"Linda Blair, Jenny Neumann, Kevin Brophy",Comedy  •  Ghost Film  •  Haunted House Film,5.6,0,0,NA
The Magic Flute,1975,Ingmar Bergman,135,"Håkan Hagegård, Josef Köstlinger, Irma Urrila",Horror  •  Slasher Film  •  Thriller,7.4,6500000,492000,-92.43076923076923
Five Element Ninjas,1982,Cheh Chang,107,"Tien-chi Cheng, Tien Hsiang Lung, Meng Lo",Comedy  •  Fairy Tales and Legends  •  Fantasy,NA,0,0,NA
Dr. Seuss' How the Grinch Stole Christmas,2000,Ron Howard,104,"Jim Carrey, Jeffrey Tambor, Clint Howard",Action  •  Foreign Language Film  •  Martial Arts,NA,315000,0,NA
Othello,1995,Oliver Parker,123,"Irène Jacob, Kenneth Branagh, Michael Maloney",Comedy  •  Family  •  Family-Oriented Comedy,6.8,0,0,NA
Water for Elephants,2011,Francis Lawrence,122,"Reese Witherspoon, Robert Pattinson, Christoph Waltz",Based-on-Shakespeare  •  Based-on-Theatre  •  Drama,6.9,38000000,117094902,208.1444789473684
Death of a Cyclist,1955,Juan Antonio Bardem,87,"Lucia Bosé, Alberto Closas, Bruna Corra",Animal Picture  •  Based-on-21st-Century-Literature  •  Drama,7.7,0,0,NA
All Quiet on the Western Front,1979,Delbert Mann,150,"Richard Thomas, Ernest Borgnine, Donald Pleasence",Crime  •  Crime Drama  •  Drama,7.1,20000000,0,NA
Underworld: Evolution,2006,Len Wiseman,106,"Kate Beckinsale, Scott Speedman, Tony Curran",Anti-War Film  •  Based-on-20th-Century-Literature  •  Drama,6.7,50000000,111476513,122.953026
A Wedding,1978,Robert Altman,125,"Carol Burnett, Paul Dooley, Amy Stryker",Action Thriller  •  Action  •  Fantasy,7,0,0,NA
Kung Fury,2015,David Sandberg,30,"David Sandberg, Jorma Taccone, Leopold Nilsson",Comedy Drama  •  Domestic Comedy  •  Ensemble Film,8,630019,0,NA
The Queen of Versailles,2012,Lauren Greenfield,100,NA,Absurd Comedy  •  Action Comedy  •  Action,7.1,0,714544,NA
Return to Paradise,1998,Joseph Ruben,111,"Joaquin Phoenix, Vera Farmiga, Nick Sandow",Culture and Society  •  Documentary,6.9,0,0,NA
Street Angel,1928,Frank Borzage,102,"Janet Gaynor, Charles Farrell, Natalie Kingston",Drama  •  Prison Film  •  Political Drama,7.3,0,0,NA
Black Robe,1991,Bruce Beresford,101,"Lothaire Bluteau, Aden Young, Sandrine Holt",Drama  •  Melodrama  •  Romance,7.1,11000000,8211952,-25.345890909090908
The Strawberry Blonde,1941,Raoul Walsh,97,"James Cagney, Olivia de Havilland, Rita Hayworth",Adventure Drama  •  Costume Adventure  •  Drama,7.2,0,0,NA
The Executioner,1963,Luis García Berlanga,91,"Nino Manfredi, Emma Penella, José Isbert",Comedy  •  Romance  •  Romantic Comedy,7.9,0,0,NA
Sweet Bird of Youth,1962,Richard Brooks,120,"Paul Newman, Geraldine Page, Shirley Knight",Black Comedy  •  Comedy Drama  •  Drama,7.1,0,0,NA
Minnie and Moskowitz,1971,John Cassavetes,114,"Gena Rowlands, Seymour Cassel, Val Avery",Based-on-Theatre  •  Drama  •  Melodrama,7.2,0,0,NA
The Spy in Black,1939,Michael Powell,82,"Conrad Veidt, Sebastian Shaw, Valerie Hobson",Comedy Drama  •  Drama  •  New Hollywood,NA,4668069,0,NA
Hostiles,2017,Scott Cooper,127,"Christian Bale, Rosamund Pike, Wes Studi",Action  •  Drama  •  Melodrama,7.2,55000000,36976336,-32.77029818181818
Swept Away,1974,Lina Wertmüller,116,"Giancarlo Giannini, Mariangela Melato, Riccardo Salvino",Action  •  Drama  •  Period Film,7.5,10000000,598645,-94.01355
Gentleman Jim,1942,Raoul Walsh,104,"Errol Flynn, Alexis Smith, Jack Carson",Comedy Drama  •  Comedy of Manners  •  Commedia all’italiana,7.5,0,0,NA
Draft Day,2014,Ivan Reitman,110,"Kevin Costner, Jennifer Garner, Denis Leary",Based-on-a-True-Story  •  Biopic  •  Drama,6.8,25000000,28831145,15.32458
An American Tail: Fievel Goes West,1991,Phil Nibbelink,75,"Philip Glasser, James Stewart, Dom DeLuise",Comedy Drama  •  Drama  •  Sports Drama,6.5,0,40766041,NA
"Je t'aime, Je t'aime",1968,Alain Resnais,91,"Claude Rich, Olga Georges-Picot, Anouk Ferjac",Adventure  •  Animation  •  Family-Oriented Adventure,NA,0,0,NA
MicroCosmos,1996,"Claude Nuridsany, Marie Pérennou",80,"Claude Nuridsany, Kristin Scott Thomas, Marie Perennou",Avant-garde / Experimental  •  Drama  •  Fantasy,7.9,0,0,NA
Blindness,2008,Fernando Meirelles,121,"Gael García Bernal, Mark Ruffalo, Alice Braga",Documentary  •  Female-Directed Film  •  Foreign Language Film,6.5,25000000,19844979,-20.620084
Pigs and Battleships,1961,Shôhei Imamura,108,"Hiroyuki Nagato, Jitsuko Yoshimura, Masao Mishima",Apocalyptic Film  •  Disaster Film  •  Drama,7.4,0,0,NA
Pal Joey,1957,George Sidney,111,"Kim Novak, Frank Sinatra, Barbara Nichols",Comedy  •  Crime  •  Crime Drama,6.6,3000000,7000000,133.33333333333331
The Punisher,2004,Jonathan Hensleigh,141,"Thomas Jane, John Travolta, Roy Scheider",Based-on-Theatre  •  Comedy Drama  •  Drama,6.4,33000000,54700105,65.75789393939394
Hangmen Also Die!,1943,Fritz Lang,134,"Hans Heinrich Von Twardowski, Brian Donlevy, Walter Brennan",Action  •  Action Thriller  •  Based-on-Comics,7.4,0,0,NA
Little Fugitive,1953,"Ray Ashley, Morris Engel, Ruth Orkin",80,"Richie Andrusco, Richard Brewster, Winifred Cushing",Drama  •  War Drama  •  War,7.5,500000,0,NA
Wabbit Twouble,1941,Robert Clampett,8,"Mel Blanc, Arthur Q. Bryan",Adventure  •  Adventure Drama  •  Drama,7.6,0,0,NA
Friday the 13th: A New Beginning,1985,Danny Steinmann,92,"Melanie Kinnaman, John Shepherd, Shavar Ross",Animation  •  Cartoon  •  Comedy,4.8,2200000,21930418,896.8371818181819
French Cancan,1954,Jean Renoir,105,"Jean Gabin, Francoise Arnoul, Maria Felix",Horror  •  Slasher Film  •  Teen Movie,7.3,0,0,NA
Pay It Forward,2000,Mimi Leder,123,"Kevin Spacey, Helen Hunt, Haley Joel Osment",Comedy  •  Comedy of Manners  •  Drama,7.2,40000000,55707411,39.2685275
Remember Me,2010,Allen Coulter,113,"Robert Pattinson, Emilie de Ravin, Chris Cooper",Childhood Drama  •  Drama  •  Female-Directed Film,7.1,0,0,NA
Titane,2021,Julia Ducournau,108,"Vincent Lindon, Agathe Rousselle, Garance Marillier",Drama  •  Romance  •  Romantic Drama,6.5,6600000,4982335,-24.51007575757576
Arabesque,1966,Stanley Donen,105,"Gregory Peck, Sophia Loren, Alan Badel",Body Horror  •  Crime Drama  •  Crime,6.4,4800000,0,NA
The Evil of Frankenstein,1964,Freddie Francis,84,"Peter Cushing, Peter Woodthorpe, Duncan Lamont",Action Thriller  •  Action  •  Adventure,6,0,0,NA
She's Out of My League,2010,Jim Field Smith,104,"Jay Baruchel, Alice Eve, T.J. Miller",Costume Horror  •  Gothic Film  •  Horror,6.4,20000000,49800000,149
Three on a Match,1932,Mervyn LeRoy,63,"Joan Blondell, Anne Dvorak, Bette Davis",Comedy  •  Romance  •  Romantic Comedy,7.1,444000,0,NA
Whatever Works,2009,Woody Allen,92,"Larry David, Evan Rachel Wood, Patricia Clarkson",Crime Drama  •  Crime  •  Drama,7.1,15000000,36020534,140.13689333333332
The Guardian,2006,Andrew Davis,139,"Kevin Costner, Sela Ward, Melissa Sagemiller",Comedy  •  Comedy of Manners  •  Romance,6.9,0,17037887,NA
True Heart Susie,1919,D.W. Griffith,61,"Lillian Gish, Robert Harron, Wilbur Higby",Action  •  Adventure  •  Adventure Drama,6.9,0,0,NA
The King of Staten Island,2020,Judd Apatow,136,"Pete Davidson, Bill Burr, Marisa Tomei",Drama  •  Melodrama  •  Romance,7.1,35000000,2200000,-93.71428571428572
The Five-Year Engagement,2012,Nicholas Stoller,124,"Jason Segel, Emily Blunt, Chris Pratt",Comedy,6.2,30000000,54169363,80.56454333333333
Ghosts of Mississippi,1996,Rob Reiner,130,"Alec Baldwin, Whoopi Goldberg, William H. Macy",Comedy  •  Romance  •  Romantic Comedy,6.7,30000000,13323144,-55.58952
Robin Hood,2010,Ridley Scott,140,"Russell Crowe, Mark Strong, Max von Sydow",Based-on-a-True-Story  •  Docudrama  •  Drama,6.6,0,0,NA
Hatchet for the Honeymoon,1970,Mario Bava,88,"Stephen Forsyth, Dagmar Lassander, Laura Betti",Adventure  •  Costume Adventure  •  Fairy Tales and Legends,6.3,0,0,NA
Send Me No Flowers,1964,Norman Jewison,100,"Rock Hudson, Doris Day, Tony Randall",Foreign Language Film  •  Giallo  •  Horror,6.9,0,9129247,NA
"After Dark, My Sweet",1990,James Foley,114,"Jason Patric, Rachel Ward, Bruce Dern",Comedy  •  Domestic Comedy  •  Romantic Comedy,6.5,0,0,NA
Above the Rim,1994,Jeff Pollack,96,"Duane Martin, Leon, Marlon Wayans",Crime Drama  •  Crime  •  Drama,6.6,0,0,NA
Cocaine Cowboys,2006,Billy Corben,116,"Jon Roberts, Mickey Munday, Jorge ""Rivi"" Ayala",Drama  •  Juvenile Delinquency Film  •  Melodrama,7.7,0,167078,NA
A Good Year,2006,Ridley Scott,118,"Albert Finney, Russell Crowe, Freddie Highmore",Biography  •  Culture and Society  •  Documentary,6.9,35000000,42064105,20.18315714285714
Confessions of a Cheat,1936,Sacha Guitry,81,"Sacha Guitry, Marguerite Moreno, Jacqueline Delubac",Based-on-21st-Century-Literature  •  Comedy Drama  •  Comedy of Manners,NA,0,0,NA
Made in U.S.A.,1966,Jean-Luc Godard,90,"Anna Karina, Jean-Pierre Léaud, Marianne Faithfull",Comedy  •  Crime  •  Crime Comedy,6.6,0,0,NA
One Fine Day,1996,Michael Hoffman,108,"Michelle Pfeiffer, George Clooney, Mae Whitman",Based-on-20th-Century-Literature  •  Crime  •  Foreign Language Film,6.5,0,97529550,NA
The Lego Movie 2: The Second Part,2019,"Mike Mitchell, Trisha Gum",106,"Chris Pratt, Elizabeth Banks, Will Arnett",Comedy  •  Domestic Comedy  •  Romance,6.5,99000000,199603202,101.61939595959598
Bedlam,1946,Mark Robson,79,"Boris Karloff, Anna Lee, Billy House",Adventure Comedy  •  Adventure  •  Animation,6.8,0,0,NA
Vampyros Lesbos,1971,Jesús Franco,89,"Soledad Miranda, Ewa Strömberg, Dennis Price",Drama  •  Gothic Film  •  Horror,5.4,0,0,NA
Comedian,2002,Christian Charles,82,"Greg Geraldo, Sherrod Small, Jim Norton",Exploitation Film  •  Foreign Language Film  •  Horror,6.9,0,2744253,NA
Proof of Life,2000,Taylor Hackford,135,"David Morse, Alun Armstrong, Michael Kitchen",Biography  •  Comedy  •  Documentary,6.3,65000000,0,NA
Permanent Midnight,1998,David Veloz,88,"Ben Stiller, Elizabeth Hurley, Maria Bello",Drama  •  Thriller  •  Romantic Drama,6.2,0,0,NA
Untamed Heart,1993,Tony Bill,102,"Christian Slater, Marisa Tomei, Willie Garson",Addiction Drama  •  Drama  •  Psychological Drama,6.8,0,18899204,NA
The Year Without a Santa Claus,1974,"Jules Bass, Arthur Rankin Jr.",51,"Shirley Booth, Mickey Rooney, Dick Shawn",Romance  •  Romantic Drama  •  Medical Drama,7.7,0,0,NA
Clay Pigeons,1998,David Dobkin,104,"Vince Vaughn, Georgina Cates, Scott Wilson",Animated Musical  •  Animation  •  Family,6.6,8000000,1800000,-77.5
Let It Ride,1989,Joe Pytka,90,"Richard Dreyfuss, Jennifer Tilly, Teri Garr",Black Comedy  •  Comedy Thriller  •  Crime,6.8,18000000,4900000,-72.77777777777777
Spring in a Small Town,1948,Mu Fei,93,"Chaoming Chu, Wei Li, Yu Shi",Comedy  •  Farce,7.3,0,0,NA
Superman Returns,2006,Bryan Singer,154,"Brandon Routh, Kate Bosworth, Kevin Spacey",Drama  •  Foreign Language Film  •  Romance,6.1,223000000,391081192,75.37273183856502
Maniac,2012,Franck Khalfoun,90,"Elijah Wood, Nora Arnezeder, America Olivo",Action  •  Based-on-Comics  •  Science Fiction,6.1,0,0,NA
Frozen II,2019,"Chris Buck, Jennifer Lee",103,"Idina Menzel, Kristen Bell, Jonathan Groff",Horror  •  Psychological Horror  •  Serial Killer Film,6.8,150000000,1453683476,869.1223173333333
Futurama: The Beast with a Billion Backs,2008,Peter Avanzino,90,"Billy West, Katey Sagal, John Di Maggio",Adventure Comedy  •  Adventure  •  Animated Musical,7.2,0,0,NA
Godzilla vs. Mechagodzilla II,1993,Takao Okawara,108,"Masahiro Takashima, Ryoko Sano, Megumi Odaka",Animation  •  Comedy  •  Sci-Fi Comedy,6.5,9500000,18000000,89.47368421052632
Priest,1994,Antonia Bird,98,"Linus Roache, Cathy Tyson, Robert Carlyle",Action  •  Action Thriller  •  Cyborg / Android / Robot,7.1,60000000,78309131,30.515218333333333
Humpday,2009,Lynn Shelton,94,"Mark Duplass, Joshua Leonard, Alycia Delmore",Drama  •  Female-Directed Film  •  Gay and Lesbian Film,6,0,0,NA
Day & Night,2010,Teddy Newton,6,NA,Buddy Film  •  Comedy Drama  •  Drama,8,0,0,NA
The Kennel Murder Case,1933,Michael Curtiz,73,"William Powell, Mary Astor, Eugene Pallette",Animation  •  Comedy  •  Family-Oriented Comedy,6.8,0,0,NA
The Salesman,2016,Asghar Farhadi,125,"Taraneh Alidoosti, Shahab Hosseini, Babak Karimi",Crime  •  Detective Film  •  Mystery,7.7,0,0,NA
Hilary and Jackie,1998,Anand Tucker,121,"Celia Imrie, Rachel Griffiths, David Morrissey",Drama  •  Foreign Language Film,7.3,0,0,NA
Long Weekend,1978,Colin Eggleston,92,"John Hargreaves, Briony Behets, Mike McEwen",Based-on-a-True-Story  •  Biopic  •  Drama,6.5,0,0,NA
Dave Chappelle's Block Party,2005,Michel Gondry,103,Dave Chappelle,Australian New Wave  •  Exploitation Film  •  Horror,7.2,3000000,11718595,290.6198333333333
The Chorus,2004,Christophe Barratier,97,"Jean-Paul Bonnaire, Gérard Jugnot, Jean-Baptiste Maunier",Comedy  •  Concert Film  •  Music,7.8,5300000,83600000,1477.3584905660377
Swordfish,2001,Dominic Sena,99,"John Travolta, Hugh Jackman, Halle Berry",Drama  •  Foreign Language Film  •  Musical Drama,6.5,102000000,147080413,44.19648333333333
The Men Who Tread on the Tiger's Tail,1945,Akira Kurosawa,58,"Denjirô Ôkôchi, Susumu Fujita, Kenichi Enomoto",Caper  •  Crime  •  Crime Thriller,6.7,0,0,NA
The Falcon and the Winter Soldier,2021,Kari Skogland,300,"Anthony Mackie, Sebastian Stan, Daniel Brühl",Adventure Drama  •  Adventure  •  Based-on-Theatre,7.1,NA,NA,NA
The Son,2002,"Jean-Pierre Dardenne, Luc Dardenne",103,"Olivier Gourmet, Morgan Marinne",Action Thriller  •  Action  •  Based-on-Comics,7.5,0,3564844,NA
Plan 9 from Outer Space,1959,Edward D. Wood Jr.,79,"Mona McKinnon, Criswell, Bela Lugosi",Drama  •  Family Drama  •  Foreign Language Film,3.9,60000,0,NA
In the Good Old Summertime,1949,Robert Z. Leonard,102,"Judy Garland, Van Johnson, S.Z. Sakall",Action Thriller  •  Action  •  Alien Invasion Films,7.1,3400000,0,NA
The Tale of Zatoichi Continues,1962,Kazuo Mori,72,"Shintarô Katsu, Yaeko Mizutani, Masayo Banri",Comedy  •  Musical  •  Musical Comedy,7.2,0,0,NA
Cats Don't Dance,1997,Mark Dindal,75,"Scott Bakula, Kathy Najimy, Jasmine Guy",Action  •  Adventure  •  Costume Adventure,6.9,32000000,3600000,-88.75
First Cow,2019,Kelly Reichardt,121,"John Magaro, Orion Lee, René Auberjonois",Animated Musical  •  Animation  •  Comedy,7.1,0,101068,NA
Starter for Ten,2006,Tom Vaughan,92,"Alice Eve, Rebecca Hall, Dominic Cooper",Based-on-20th-Century-Literature  •  Drama  •  Female-Directed Film,NA,0,0,NA
King Solomon's Mines,1950,"Compton Bennett, Andrew Marton",103,"Stewart Granger, Deborah Kerr, Richard Carlson",Based-on-21st-Century-Literature  •  Comedy Drama  •  Coming-of-Age,6.8,2300000,15057465,554.6723913043478
Waterworld,1995,Kevin Reynolds,176,"Kevin Costner, Dennis Hopper, Jeanne Tripplehorn",Action  •  Adventure  •  Based-on-19th-Century-Literature,6.3,175000000,264218220,50.98184
The Rookie,1990,Clint Eastwood,121,"Raul Julia, Pepe Serna, Marco Rodriguez",Action  •  Adventure  •  Dystopian Film,5.9,20000000,75597042,277.98521
The Merry Widow,1934,Ernst Lubitsch,99,"Maurice Chevalier, Jeanette MacDonald, Edward Everett Horton",Crime  •  Action  •  Police Detective Film,7.2,0,0,NA
Die Another Day,2002,Lee Tamahori,133,"Pierce Brosnan, Halle Berry, Toby Stephens",Comedy  •  Musical  •  Musical Comedy,6.1,142000000,431971116,204.2050112676056
Love Crazy,1941,Jack Conway,99,"William Powell, Myrna Loy, Gail Patrick",Action Thriller  •  Action  •  Adventure,7.4,50000000,145079584,190.159168
Santa Claus is Comin' to Town,1970,"Jules Bass, Arthur Rankin Jr.",48,"Keenan Wynn, Fred Astaire, Mickey Rooney",Comedy  •  Farce  •  Screwball Comedy,7.7,0,0,NA
The War,1994,Jon Avnet,126,"Lexi Randall, Christine Baranski, Raynor Scheine",Animation  •  Comedy  •  Family-Oriented Comedy,6.8,0,16,NA
Proof,1991,Jocelyn Moorhouse,90,"Hugo Weaving, Russell Crowe, Genevieve Picot",Drama  •  Family Drama  •  War Drama,7.2,0,2155000,NA
X-Men: Apocalypse,2016,Bryan Singer,143,"James McAvoy, Michael Fassbender, Jennifer Lawrence",Black Comedy  •  Comedy Drama  •  Drama,6.8,178000000,543934787,205.58134101123596
The Great Gatsby,1974,Jack Clayton,144,"Robert Redford, Bruce Dern, Karen Black",Action  •  Based-on-Comics  •  Ensemble Film,6.4,6500000,26533200,308.20307692307694
Scream VI,2023,"Matt Bettinelli-Olpin, Tyler Gillett",118,"Courteney Cox, Melissa Barrera, Jenna Ortega",Americana  •  Based-on-20th-Century-Literature  •  Costume Romance,6.4,35000000,168961389,382.7468257142857
Conviction,2010,Tony Goldwyn,107,"Hilary Swank, Sam Rockwell, Thomas D. Mahard",Horror  •  Satire  •  Slasher Film,7.2,12500000,11826980,-5.3841600000000005
Solaris,1968,"Lidiya Ishimbayeva, Boris Nirenburg",141,"Vasili Lanovoy, Antonina Pilyus, Vladimir Etush",Courtroom Drama  •  Docudrama  •  Drama,6.6,47000000,30002758,-36.164344680851066
Terminator 2 3D: Battle Across Time,1996,"James Cameron, John Bruno, Stan Winston",12,"Arnold Schwarzenegger, Edward Furlong, Linda Hamilton",Adventure Drama  •  Adventure  •  Based-on-20th-Century-Literature,6.4,NA,NA,NA
